Title,Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
Tesla Short Sellers Earned $15.7B In Profits In 2022,"01/04/2023, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Tesla stock is showing signs of 'retail exhaustion' as it undergoes a historic sell-off, research indicates","01/05/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Sales in China Slump as Competition Intensifies (Published 2023),"01/05/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla: A Stock for Our Times,"01/06/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla's stock lost over $700 billion in value. Elon Musk's Twitter deal didn't help,"01/06/2023, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla sales in China slump as competition intensifies as cheaper electric vehicles take over car market,"01/06/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla says lower Model Y and Model 3 production costs behind its drastic 14% price reduction,"01/06/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Race for EV leadership in Indian luxury car market intensifies,"01/07/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"So, Just How Bad Was 2022 For US Investors?","01/09/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla turns up heat on rivals with global price cuts,"01/13/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Price war comes to EVs as Tata makes Nexon cheaper after M&M's new launch,"01/19/2023, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla (TSLA) Stock Declined 71% in 2022,"01/20/2023, 08:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
Tesla posts record net income for fourth quarter of 2022,"01/25/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Elon Musk’s Epic Quest for LOLs Is Only Hurting Tesla,"01/25/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Elon Musk and Tesla power through regulatory, demand challenges","01/27/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
What Will Happen If Elon Musk Decides To Skip Twitter's $300 Million Loan Interest Payment Due This Month?,"01/30/2023, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Opinion: Self-driving cars still need drivers. It's dangerous to say otherwise,"02/06/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"In China, Tesla could win electric vehicle price battle – but lose the war","02/13/2023, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Electric Vehicles Could Match Gasoline Cars on Price This Year (Published 2023),"02/14/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Renewable-energy development in a net-zero world: Disrupted supply chains,"02/17/2023, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Tesla's stock is on a crazy ride, with a stunning rebound from 2022's freefall. Here's a timeline of the drama that drove it, from Elon Musk's Twitter gamble to aggressive price cuts","02/19/2023, 08:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
VinFast Slash Lease Prices on the VF 8 Model as U.S. EV Price Competition Wars Intensifies,"02/27/2023, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Ford patents car that can repossess itself and drive back to showroom,"02/28/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Ford patents self-driving car that repossesses itself if the owner fails to keep up with payments,"02/28/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's new Model S and Model X being imported into China as deliveries near,"02/28/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Under pressure: Effect of a ransomware and a screen failure on trust and driving performance in an automated car simulation,"03/01/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla touts plans to halve vehicle production costs,"03/02/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla to halve production costs for future models,"03/03/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Self-driving cars have people worried: survey,"03/08/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Why Tesla’s move to 48-volt electrical architecture is an industry game changer,"03/20/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Ford Promises Next-Gen EV Truck Will Offer Self-Driving Highway Travel,"03/28/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Competition for EV Quick-charging Standards Intensifies,"03/28/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Why Tesla Believes Ford And Toyota Can Learn From Its Redesigned Manufacturing Assembly Line,"03/31/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla Hyped a Tin Box for Three Days, Disappointed Everyone With the Cybercharger","04/03/2023, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Model 2 priced at US$22,000 may look like smaller Model Y as Tesla plans for 2 million production rate at Giga Mexico","04/04/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla: World’s Greenest Large Company?,"04/13/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla Exports Cheapest Model Y Yet from China to Canada,"04/24/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla is rumored to be importing its new cheap Model Y variant in Canada from China,"04/24/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
What you need to know about the Tesla stock split,"04/28/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
What Makes Tesla's Giga Shanghai the Most Efficient Car Factory in the World,"04/28/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"China’s EV makers tout self-driving tech, but breakthroughs are years away","05/01/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Rethinks the Assembly Line,"05/08/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla plans to build EV plant in India for domestic sales, exports","05/17/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Top Chinese carmakers trade barbs over emissions as rivalry intensifies,"05/25/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Model Y Long Range In Canada Is Now Officially Chinese Import,"06/02/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"17 fatalities, 736 crashes: The shocking toll of Tesla’s Autopilot","06/10/2023, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Report: Tesla Autopilot Involved in 736 Crashes since 2019,"06/13/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
ISEE Wins “Autonomous Truck Of The Year” in 2023 SupplyTech Breakthrough Awards,"06/16/2023, 07:00 AM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
Tesla’s Most Underrated Challenge To Medium and Long-Term Success,"06/26/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla’s Manufacturing Efficiency Will Continue To Surge: Report,"06/26/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla's Model, With 1.31 Million EVs, Shows How Companies Can Double Production","06/28/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla changes its standard color, now Midnight Silver","07/03/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Elon Musk Endorses Huge 2030 Crypto ‘Prediction’ That Could Trigger A Bitcoin And Ethereum Price Boom,"07/11/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Nio, Xpeng, Li Auto CEOs pose for rare photo amid intensifying competition among China's EV trio","07/15/2023, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Intensifying Competition Poses Challenge For Tesla As Rivals Gain Ground In EV Market,"07/17/2023, 07:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Nasdaq 100 analysis: Tesla stock falls as price cuts hurt margins,"07/20/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Can Tesla still keep its lead?,"07/25/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Giga Shanghai shows off production efficiency--and cool food options--in new video,"07/26/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla under investigation in California over Autopilot safety issues and false advertising,"07/26/2023, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
VW cuts sales outlook as EV competition heats up,"07/27/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Rolls Out One EV Every 40 Seconds At Gigafactory Shanghai,"07/28/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
AI-Enhanced night vision: A breakthrough for autonomous cars,"07/28/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
What Self-Driving Cars Tell Us About AI Risks,"07/30/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Rolls Out A Car Every 40 Seconds At Gigafactory Shanghai - Efficiency At Its Peak,"08/01/2023, 07:00 AM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
Computer safety watchdog shows failures of Tesla self-driving system,"08/04/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Despite reforms, mining for EV metals in Congo exacts steep cost on workers","08/04/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Intensifying price competition goes around automobile industry,"08/08/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Driving Innovation: Breakthrough AI Research Revolutionizes Autonomous Vehicles,"08/10/2023, 07:00 AM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
Cost Analysis of Tesla Model Y: What Makes It Affordable,"08/21/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla investors poised to recover $12k each from Musk’s “funding secured” SEC deal,"08/25/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Legal and regulatory challenges to Tesla's Autopilot,"08/30/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Electric Vehicle Trends and Challenges for Industrial Real Estate,"09/07/2023, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Turns Power Off at Giga Texas and Achieves New Milestone,"09/15/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla is streamlining stages of electric vehicle production,"09/18/2023, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Toyota takes Tesla gigacasting and improves its production efficiency 20% for new Lexus EV it will unveil in October,"09/20/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla Reportedly Part Of EU Probe Into China-Made EV Imports,"09/27/2023, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
A woman was found trapped under a driverless car. It wasn’t the first car to hit her,"10/03/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla switches back to shipping Fremont-made cars to Canada,"10/04/2023, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
GPR Named “Sensor Technology Solution Of The Year” In 2023 AutoTech Breakthrough Awards Program,"10/04/2023, 07:00 AM, +0000 UTC",0.9,0.0999999999999999,0.81,0.0099999999999999
Elon Musk's growing legal challenges,"10/06/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
The final 11 seconds of a fatal Tesla Autopilot crash,"10/06/2023, 07:22 PM, +0000 UTC",0.1,0.9,0.01,0.81
Huawei-backed Aito M7 intensifies competition among Chinese carmakers,"10/11/2023, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
How Artificial Intelligence (AI) is Increasing Production Efficiency and Cutting Prices,"10/21/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
US Justice Department issues subpoenas to Tesla in ongoing probes,"10/23/2023, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"XPeng Announces Self-Driving Breakthroughs, Unveils New Car","10/25/2023, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Efficiency Behind Tesla Shanghai Gigafactory,"11/07/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Cruise recalls 950 self-driving vehicles over software glitch,"11/08/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla to roll into South America with first steps in Chile,"11/09/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla is furious it’s not in EU’s Chinese subsidy probe. Here’s why,"11/10/2023, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
"Tesla Turns to Indian Auto Parts Suppliers, Boosting Exports and Diversifying from China","11/17/2023, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Tesla's Cybertruck feels like an SUV; price, lower driving range upset some","12/01/2023, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"CyberFlop: Cybertruck Launch Disappoints On Specs, Price Points","12/01/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"With Little Revenue Expected, Cybertruck Could Dunk Tesla Stock","12/05/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Elon Musk had a bad week, but he'll probably recover (again)","12/06/2023, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Driverless cars were the future but now the truth is out: they’re on the road to nowhere | Christian Wolmar,"12/06/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Elon Musk Confirms ‘Progress’ On Wild X Crypto Rumors—Triggering A Dogecoin Price Surge To Rival Bitcoin, Ethereum And XRP","12/06/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla drivers run Autopilot where it’s not intended — with deadly consequences,"12/10/2023, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla Starts Digging Boring Company Tunnels Under Giga Texas to Efficiently Deliver Parts Directly to the Production Line Through Tunnels,"12/12/2023, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
The self-driving safety concerns that led to Tesla’s recall of 2 million cars,"12/13/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Recalls Nearly All Vehicles Due to Autopilot Failures: Tesla disagrees with feds' analysis of glitches - News,"12/13/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
The 10 Biggest Tesla Lawsuits in Company History: An Unbiased Review,"12/14/2023, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Stock: How AI and Robotics May Change the Game,"12/17/2023, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
12 of the biggest failures in the driverless car industry in 2023,"12/18/2023, 08:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Are electric vehicles the solution for Ghana’s transport industry?,"12/19/2023, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla hits the brakes, recalling over 2 million cars due to autopilot misuse","12/19/2023, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's EV Business Faces 'Challenges' In 2024. That Might Not Stop TSLA Stock.,"01/01/2024, 08:00 AM, +0000 UTC",0.45,0.55,0.2025,0.3025
China's BYD overtakes Tesla in electric car sales as competition heats up,"01/02/2024, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Crunch time for Chinese EV makers amid slowing growth, intensifying rivalry","01/02/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Short Sellers Target World’s Top EV Maker as Rivalry Intensifies,"01/03/2024, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Investment bank agrees with Elon Musk on the true driver of Tesla’s stock,"01/03/2024, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
BYD: Chinese electric vehicle giant that has overtaken Tesla on sales,"01/03/2024, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
China Automakers Miss 2023 Sales Goal as Competition Intensifies,"01/04/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Short sellers target BYD, world’s top EV maker, as rivalry intensifies","01/04/2024, 08:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Geely intensifies competition in China's EV space with launch of Galaxy lineup's 1st electric sedan E8,"01/05/2024, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla trumps BYD in China sales efficiency with real-time strategy,"01/05/2024, 08:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla's US market share now tops Volkswagen, Subaru, and BMW","01/09/2024, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
China's EV stocks start 2024 in reverse gear as price wars pressure profitability,"01/10/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Cybertruck could face regulatory hurdles in Europe,"01/10/2024, 08:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla's winter woes: A storm of challenges and disruption,"01/18/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, Jan. 19, 2024: S&P 500 Closes at Record High as Tech Leads Broad Stock Rally","01/19/2024, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
What You Need to Know Ahead of Tesla's Earnings,"01/22/2024, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"South Africa ‘doesn’t make sense for Tesla’, says Elon Musk","01/22/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Elon Musk Says a Cheaper Tesla Model Is Coming in 2025 as Chinese Competition Intensifies,"01/24/2024, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla shares drop 12% after sales growth warning,"01/24/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla delivers underwhelming earnings despite Cybertruck launch and high vehicle deliveries,"01/24/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
GM’s Cruise reveals dual US probes into grisly collision and company’s response | Self-driving cars,"01/25/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
A different high-growth story: The unique challenges of climate tech,"01/26/2024, 08:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Beijing urges breakthroughs in chips and quantum computing to command future,"01/30/2024, 08:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
"Tesla Closes in on Toyota in California: The Battle for #1. Total EV Sales +46% in 2023, EV Share Hits 21%","01/30/2024, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Stock Market Marvels: Apple, Tesla, Nvidia among Aswath Damodaran’s ‘Seven Samurai’ that rescued US market in 2023","02/09/2024, 08:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Waymo Problems With Self-Driving Cars, as Waymo Collisions With Tow Truck Force Software Recall","02/14/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Waymo recalls 444 self-driving vehicles over software error,"02/15/2024, 08:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
S.Korean refiners’ competition in EV lubricants sector intensifies,"02/18/2024, 08:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
